業態コード,業態名称,営業部コード,営業部名称,店舗コード,店舗名称,営業日,曜日,曜日区分,店休,天候,最高気温,最低気温,売上分類,売上実績,売上月次予算,売上予算比,売上累計予算比,売上前年,売上前年比,客数実績,組数実績,客数客単価,客数回転数,客数月次予算,客数予算比,客数前年,客数前年比,仕入月次予算,仕入実績,売上仕入率,累計仕入率,人件費月次予算,人件費実績,売上人件費率,累計人件費率,売上FL率,累計FL率,労働時間,人時売上,廃棄額,売上廃棄率,イベント
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/04/01,水,平日,,雨,16.0,12.0,計,572970,500000,1.1459,1.1459,404660,1.4159,263,103,2178.6,2.99,250,1.0520,179,1.4693,0,112157,0.1957,0.1957,0,104607,0.1826,0.1826,0.3783,0.3783,4518,7609.2,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/04/02,木,平日,,晴,16.0,11.0,計,365586,500000,0.7312,0.9386,538068,0.6794,162,61,2256.7,1.84,250,0.6480,238,0.6807,0,130881,0.3580,0.2589,0,132005,0.3611,0.2521,0.7191,0.5111,5707,3843.6,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/04/03,金,平日,,晴,21.0,8.0,計,620793,650000,0.9551,0.9451,487938,1.2723,250,99,2483.2,2.84,325,0.7692,211,1.1848,0,156795,0.2526,0.2564,0,111938,0.1803,0.2235,0.4329,0.4799,4878,7635.8,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/04/04,土,土曜,,雨,18.0,15.0,計,725410,800000,0.9068,0.9326,646687,1.1217,317,126,2288.4,3.60,400,0.7925,305,1.0393,0,305103,0.4206,0.3085,0,167532,0.2309,0.2259,0.6515,0.5344,7410,5873.8,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/04/05,日,日祝,,曇,22.0,16.0,計,634302,750000,0.8457,0.9122,668259,0.9492,266,106,2384.6,3.02,375,0.7093,314,0.8471,0,,0.0000,0.2415,0,157985,0.2491,0.2309,0.2491,0.4724,6929,5492.6,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/04/06,月,平日,,晴,22.0,14.0,計,601701,650000,0.9257,0.9145,450042,1.3370,230,81,2616.1,2.61,325,0.7077,196,1.1735,0,100676,0.1673,0.2288,0,105330,0.1751,0.2214,0.3424,0.4502,4568,7903.3,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/04/07,火,平日,,曇,18.0,10.0,計,469421,500000,0.9388,0.9173,629687,0.7455,191,67,2457.7,2.17,250,0.7640,221,0.8643,0,217007,0.4623,0.2563,0,99356,0.2117,0.2202,0.6739,0.4765,4305,6542.5,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/04/08,水,平日,,晴,18.0,7.0,計,374572,500000,0.7491,0.8999,482706,0.7760,161,65,2326.5,1.83,250,0.6440,202,0.7970,0,41327,0.1103,0.2438,0,92488,0.2469,0.2225,0.3572,0.4663,4044,5557.4,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/04/09,木,平日,,曇,19.0,9.0,計,702741,650000,1.0811,0.9214,503777,1.3949,282,76,2492.0,3.20,325,0.8677,204,1.3824,0,96349,0.1371,0.2290,0,121343,0.1727,0.2156,0.3098,0.4446,5202,8105.4,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/04/10,金,平日,,雨,20.0,14.0,計,509118,650000,0.7833,0.9068,531492,0.9579,199,78,2558.4,2.26,325,0.6123,227,0.8767,0,157385,0.3091,0.2363,0,106890,0.2100,0.2151,0.5191,0.4514,4685,6520.2,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/04/11,土,土曜,,晴,21.0,16.0,計,978777,900000,1.0875,0.9298,770781,1.2699,427,149,2292.2,4.85,450,0.9489,333,1.2823,0,358446,0.3662,0.2557,0,158507,0.1619,0.2072,0.5282,0.4628,7013,8374.0,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/04/12,日,日祝,,晴,22.0,15.0,計,825798,800000,1.0322,0.9403,899229,0.9183,357,136,2313.2,4.06,400,0.8925,388,0.9201,0,,0.0000,0.2271,0,144906,0.1755,0.2036,0.1755,0.4307,6393,7750.3,,0.0000,
0001,千房直営,000001,第1エリア,002   ,千日前本店,2026/04/13,月,平日,,曇,21.0,14.0,計,660465,650000,1.0161,0.9461,422707,1.5625,233,80,2834.6,2.65,325,0.7169,212,1.0991,0,163534,0.2476,0.2288,0,100679,0.1524,0.1994,0.4000,0.4282,4330,9151.9,,0.0000,
